Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Generosity,Continent,Year
86,Romania,5.124,1.04345,0.88588,0.7689,0.35068,0.00649,0.13748,Europe,2015
68,Russia,5.648,1.183,1.452,0.726,0.334,0.031,0.082,Europe,2019
59,Russia,5.81,1.151,1.479,0.599,0.399,0.025,0.065,Europe,2018
49,Russia,5.96299982,1.2817781,1.46928239,0.54734933,0.37378311,0.03296288,0.05226382,Europe,2017
56,Russia,5.856,1.23228,1.05261,0.58991,0.32682,0.03586,0.02736,Europe,2016
64,Russia,5.716,1.13764,1.23617,0.66926,0.36679,0.03005,0.00199,Europe,2015
152,Rwanda,3.334,0.359,0.711,0.614,0.555,0.411,0.217,Africa,2019
151,Rwanda,3.408,0.332,0.896,0.4,0.636,0.444,0.2,Africa,2018
151,Rwanda,3.47099996,0.36874589,0.94570702,0.32642481,0.58184385,0.45522001,0.25275603,Africa,2017
152,Rwanda,3.515,0.32846,0.61586,0.31865,0.5432,0.50521,0.23552,Africa,2016
154,Rwanda,3.465,0.22208,0.7737,0.42864,0.59201,0.55191,0.22628,Africa,2015
28,Saudi Arabia,6.375,1.403,1.357,0.795,0.439,0.132,0.08,Asia,2019
33,Saudi Arabia,6.371,1.379,1.331,0.633,0.509,0.127,0.098,Asia,2018
37,Saudi Arabia,6.34399986,1.53062356,1.2866776,0.59014833,0.44975057,0.27343225,0.14761601,Asia,2017
34,Saudi Arabia,6.379,1.48953,0.84829,0.59267,0.37904,0.30008,0.15457,Asia,2016
35,Saudi Arabia,6.411,1.39541,1.08393,0.72025,0.31048,0.32524,0.13706,Asia,2015
111,Senegal,4.681,0.45,1.134,0.571,0.292,0.072,0.153,Africa,2019
109,Senegal,4.631,0.429,1.117,0.433,0.406,0.082,0.138,Africa,2018
115,Senegal,4.53499985,0.47930902,1.17969191,0.40936285,0.37792227,0.11546045,0.18346889,Africa,2017
128,Senegal,4.219,0.44314,0.77416,0.40457,0.31056,0.11681,0.19103,Africa,2016
142,Senegal,3.904,0.36498,0.97619,0.4354,0.36772,0.10713,0.20843,Africa,2015
70,Serbia,5.603,1.004,1.383,0.854,0.282,0.039,0.137,Europe,2019
78,Serbia,5.398,0.975,1.369,0.685,0.288,0.043,0.134,Europe,2018
73,Serbia,5.39499998,1.06931758,1.2581898,0.65078467,0.20871553,0.04090378,0.22012588,Europe,2017
86,Serbia,5.177,1.03437,0.81329,0.6458,0.15718,0.04339,0.20737,Europe,2016
87,Serbia,5.123,0.92053,1.00964,0.74836,0.20107,0.02617,0.19231,Europe,2015
129,Sierra Leone,4.374,0.268,0.841,0.242,0.309,0.045,0.252,Africa,2019
113,Sierra Leone,4.571,0.256,0.813,0,0.355,0.053,0.238,Africa,2018
106,Sierra Leone,4.70900011,0.36842093,0.98413604,0.00556475,0.31869769,0.07109518,0.2930409,Africa,2017
111,Sierra Leone,4.635,0.36485,0.628,0,0.30685,0.08196,0.23897,Africa,2016
123,Sierra Leone,4.507,0.33024,0.95571,0,0.4084,0.08786,0.21488,Africa,2015
34,Singapore,6.262,1.572,1.463,1.141,0.556,0.453,0.271,Asia,2019
34,Singapore,6.343,1.529,1.451,1.008,0.631,0.457,0.261,Asia,2018
26,Singapore,6.57200003,1.69227767,1.35381436,0.94949239,0.54984057,0.46430779,0.34596598,Asia,2017
22,Singapore,6.739,1.64555,0.86758,0.94719,0.4877,0.46987,0.32706,Asia,2016
24,Singapore,6.798,1.52186,1.02,1.02525,0.54252,0.4921,0.31105,Asia,2015
38,Slovakia,6.198,1.246,1.504,0.881,0.334,0.014,0.121,Europe,2019
39,Slovakia,6.173,1.21,1.537,0.776,0.354,0.014,0.118,Europe,2018
40,Slovakia,6.09800005,1.32539356,1.50505924,0.71273291,0.29581746,0.02421085,0.13654448,Europe,2017
45,Slovakia,6.078,1.27973,1.08268,0.70367,0.23391,0.02947,0.13837,Europe,2016
45,Slovakia,5.995,1.16891,1.26999,0.78902,0.31751,0.03431,0.16893,Europe,2015
44,Slovenia,6.118,1.258,1.523,0.953,0.564,0.057,0.144,Europe,2019
51,Slovenia,5.948,1.219,1.506,0.856,0.633,0.051,0.16,Europe,2018
62,Slovenia,5.7579999,1.34120595,1.45251882,0.79082823,0.57257581,0.04512898,0.24264909,Europe,2017
63,Slovenia,5.768,1.29947,1.05613,0.79151,0.53164,0.03635,0.25738,Europe,2016
55,Slovenia,5.848,1.18498,1.27385,0.87337,0.60855,0.03787,0.25328,Europe,2015
112,Somalia,4.668,0,0.698,0.268,0.559,0.27,0.243,Africa,2019
98,Somalia,4.982,0,0.712,0.115,0.674,0.282,0.238,Africa,2018
93,Somalia,5.15100002,0.02264318,0.72115135,0.11398914,0.60212696,0.28241032,0.29163131,Africa,2017
76,Somalia,5.44,0,0.33613,0.11466,0.56778,0.3118,0.27225,Africa,2016
97,Somaliland Region,5.057,0.25558,0.75862,0.33108,0.3913,0.36794,0.51479,Africa,2016
91,Somaliland region,5.057,0.18847,0.95152,0.43873,0.46582,0.39928,0.50318,Africa,2015
106,South Africa,4.722,0.96,1.351,0.469,0.389,0.055,0.13,Africa,2019
105,South Africa,4.724,0.94,1.41,0.33,0.516,0.056,0.103,Africa,2018
101,South Africa,4.829,1.05469871,1.38478863,0.18708007,0.47924674,0.0725095,0.13936238,Africa,2017
116,South Africa,4.459,1.02416,0.96053,0.18611,0.42483,0.08415,0.13656,Africa,2016
113,South Africa,4.642,0.92049,1.18468,0.27688,0.33207,0.08884,0.11973,Africa,2015
54,South Korea,5.895,1.301,1.219,1.036,0.159,0.056,0.175,Asia,2019
57,South Korea,5.875,1.266,1.204,0.955,0.244,0.051,0.175,Asia,2018
55,South Korea,5.83799982,1.40167844,1.12827444,0.90021408,0.25792167,0.06328267,0.20667437,Asia,2017
57,South Korea,5.835,1.35948,0.72194,0.88645,0.25168,0.07716,0.18824,Asia,2016
47,South Korea,5.984,1.24461,0.95774,0.96538,0.33208,0.07857,0.18557,Asia,2015
156,South Sudan,2.853,0.306,0.575,0.295,0.01,0.091,0.202,Africa,2019
154,South Sudan,3.254,0.337,0.608,0.177,0.112,0.106,0.224,Africa,2018
147,South Sudan,3.59100008,0.39724863,0.60132313,0.163486,0.14706244,0.11679351,0.28567082,Africa,2017
143,South Sudan,3.832,0.39394,0.18519,0.15781,0.19662,0.13015,0.25899,Africa,2016
30,Spain,6.354,1.286,1.484,1.062,0.362,0.079,0.153,Europe,2019
36,Spain,6.31,1.251,1.538,0.965,0.449,0.074,0.142,Europe,2018
34,Spain,6.40299988,1.38439786,1.5320909,0.8889606,0.40878123,0.0709141,0.19013357,Europe,2017
37,Spain,6.361,1.34253,1.12945,0.87896,0.37545,0.06137,0.17665,Europe,2016
36,Spain,6.329,1.23011,1.31379,0.95562,0.45951,0.06398,0.18227,Europe,2015
130,Sri Lanka,4.366,0.949,1.265,0.831,0.47,0.047,0.244,Asia,2019
116,Sri Lanka,4.471,0.918,1.314,0.672,0.585,0.05,0.307,Asia,2018
120,Sri Lanka,4.44000006,1.00985014,1.25997639,0.62513083,0.56121325,0.07365397,0.49086356,Asia,2017
117,Sri Lanka,4.415,0.97318,0.84783,0.62007,0.50817,0.07964,0.46978,Asia,2016
132,Sri Lanka,4.271,0.83524,1.01905,0.70806,0.53726,0.09179,0.40828,Asia,2015
137,Sudan,4.139,0.605,1.24,0.312,0.016,0.082,0.134,Africa,2018
130,Sudan,4.13899994,0.65951669,1.21400857,0.29092082,0.01499586,0.08984752,0.18231745,Africa,2017
133,Sudan,4.139,0.63069,0.81928,0.29759,0,0.10039,0.18077,Africa,2016
118,Sudan,4.55,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,Africa,2015
40,Suriname,6.269,1.09686,0.77866,0.50933,0.52234,0.12692,0.16665,Africa,2016
40,Suriname,6.269,0.99534,0.972,0.6082,0.59657,0.13633,0.16991,Africa,2015
135,Swaziland,4.212,0.811,1.149,0,0.313,0.135,0.074,Africa,2019
101,Swaziland,4.867,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259,Africa,2015
7,Sweden,7.343,1.387,1.487,1.009,0.574,0.373,0.267,Europe,2019
9,Sweden,7.314,1.355,1.501,0.913,0.659,0.383,0.285,Europe,2018
9,Sweden,7.28399992,1.49438727,1.47816217,0.83087516,0.6129241,0.38439873,0.38539925,Europe,2017
10,Sweden,7.291,1.45181,1.08764,0.83121,0.58218,0.40867,0.38254,Europe,2016
8,Sweden,7.364,1.33171,1.28907,0.91087,0.6598,0.43844,0.36262,Europe,2015
6,Switzerland,7.48,1.452,1.526,1.052,0.572,0.343,0.263,Europe,2019
5,Switzerland,7.487,1.42,1.549,0.927,0.66,0.357,0.256,Europe,2018
4,Switzerland,7.49399996,1.56497955,1.51691175,0.85813129,0.62007058,0.36700729,0.29054928,Europe,2017
2,Switzerland,7.509,1.52733,1.14524,0.86303,0.58557,0.41203,0.28083,Europe,2016
1,Switzerland,7.587,1.39651,1.34951,0.94143,0.66557,0.41978,0.29678,Europe,2015
149,Syria,3.462,0.619,0.378,0.44,0.013,0.141,0.331,Asia,2019
150,Syria,3.462,0.689,0.382,0.539,0.088,0.144,0.376,Asia,2018
152,Syria,3.46199989,0.77715313,0.39610261,0.50053334,0.08153944,0.15134713,0.49366373,Asia,2017
156,Syria,3.069,0.74719,0.14866,0.62994,0.06912,0.17233,0.48397,Asia,2016
156,Syria,3.006,0.6632,0.47489,0.72193,0.15684,0.18906,0.47179,Asia,2015
25,Taiwan,6.446,1.368,1.43,0.914,0.351,0.097,0.242,Asia,2019
26,Taiwan,6.441,1.365,1.436,0.857,0.418,0.078,0.151,Asia,2018
34,Taiwan,6.379,1.39729,0.92624,0.79565,0.32377,0.0663,0.25495,Asia,2016
38,Taiwan,6.298,1.29098,1.07617,0.8753,0.3974,0.08129,0.25376,Asia,2015
33,Taiwan Province of China,6.42199993,1.43362653,1.38456535,0.79398423,0.36146659,0.06382924,0.25836048,Asia,2017
74,Tajikistan,5.467,0.493,1.098,0.718,0.389,0.144,0.23,Asia,2019
88,Tajikistan,5.199,0.474,1.166,0.598,0.292,0.034,0.187,Asia,2018
96,Tajikistan,5.04099989,0.52471364,1.27146327,0.52923512,0.47156671,0.14637715,0.24899764,Asia,2017
100,Tajikistan,4.996,0.48835,0.75602,0.53119,0.43408,0.13509,0.25998,Asia,2016
106,Tajikistan,4.786,0.39047,0.85563,0.57379,0.47216,0.15072,0.22974,Asia,2015
153,Tanzania,3.231,0.476,0.885,0.499,0.417,0.147,0.276,Africa,2019
153,Tanzania,3.303,0.455,0.991,0.381,0.481,0.097,0.27,Africa,2018
153,Tanzania,3.34899998,0.51113588,1.0419898,0.36450928,0.39001778,0.06603511,0.35425636,Africa,2017
149,Tanzania,3.666,0.47155,0.77623,0.357,0.3176,0.05099,0.31472,Africa,2016
146,Tanzania,3.781,0.2852,1.00268,0.38215,0.32878,0.05747,0.34377,Africa,2015
52,Thailand,6.008,1.05,1.409,0.828,0.557,0.028,0.359,Asia,2019
46,Thailand,6.072,1.016,1.417,0.707,0.637,0.029,0.364,Asia,2018
32,Thailand,6.42399979,1.12786877,1.42579246,0.64723903,0.58020073,0.03161274,0.57212311,Asia,2017
33,Thailand,6.474,1.0893,1.04477,0.64915,0.49553,0.02833,0.58696,Asia,2016
34,Thailand,6.455,0.9669,1.26504,0.7385,0.55664,0.03187,0.5763,Asia,2015
139,Togo,4.085,0.275,0.572,0.41,0.293,0.085,0.177,Africa,2019
139,Togo,3.999,0.259,0.474,0.253,0.434,0.101,0.158,Africa,2018
150,Togo,3.49499989,0.30544472,0.43188253,0.24710557,0.38042614,0.09566502,0.19689615,Africa,2017
155,Togo,3.303,0.28123,0,0.24811,0.34678,0.11587,0.17517,Africa,2016
158,Togo,2.839,0.20868,0.13995,0.28443,0.36453,0.10731,0.16681,Africa,2015
39,Trinidad & Tobago,6.192,1.231,1.477,0.713,0.489,0.016,0.185,South America,2019
38,Trinidad & Tobago,6.192,1.223,1.492,0.564,0.575,0.019,0.171,South America,2018
38,Trinidad and Tobago,6.16800022,1.3613559,1.38022852,0.51998329,0.51863074,0.00896482,0.32529646,South America,2017
43,Trinidad and Tobago,6.168,1.32572,0.98569,0.52608,0.48453,0.01241,0.31935,South America,2016
41,Trinidad and Tobago,6.168,1.21183,1.18354,0.61483,0.55884,0.0114,0.31844,South America,2015
124,Tunisia,4.461,0.921,1,0.815,0.167,0.055,0.059,Africa,2019
111,Tunisia,4.592,0.9,0.906,0.69,0.271,0.063,0.04,Africa,2018
102,Tunisia,4.80499983,1.00726581,0.86835146,0.61321205,0.28968069,0.08672315,0.04969336,Africa,2017
98,Tunisia,5.045,0.97724,0.43165,0.59577,0.23553,0.0817,0.03936,Africa,2016
107,Tunisia,4.739,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,Africa,2015
79,Turkey,5.373,1.183,1.36,0.808,0.195,0.106,0.083,Europe,2019
74,Turkey,5.483,1.148,1.38,0.686,0.324,0.109,0.106,Europe,2018
69,Turkey,5.5,1.19827437,1.33775318,0.63760561,0.3007406,0.09967158,0.04669304,Europe,2017
78,Turkey,5.389,1.16492,0.87717,0.64718,0.23889,0.12348,0.04707,Europe,2016
76,Turkey,5.332,1.06098,0.94632,0.73172,0.22815,0.15746,0.12253,Europe,2015
87,Turkmenistan,5.247,1.052,1.538,0.657,0.394,0.028,0.244,Asia,2019
68,Turkmenistan,5.636,1.016,1.533,0.517,0.417,0.037,0.199,Asia,2018
59,Turkmenistan,5.82200003,1.13077676,1.49314916,0.43772608,0.41827193,0.25927034,0.24992499,Asia,2017
65,Turkmenistan,5.658,1.08017,1.03817,0.44006,0.37408,0.28467,0.22567,Asia,2016
70,Turkmenistan,5.548,0.95847,1.22668,0.53886,0.4761,0.30844,0.16979,Asia,2015
136,Uganda,4.189,0.332,1.069,0.443,0.356,0.06,0.252,Africa,2019
135,Uganda,4.161,0.322,1.09,0.237,0.45,0.061,0.259,Africa,2018
133,Uganda,4.08099985,0.38143072,1.12982774,0.21763261,0.44318596,0.05706972,0.32576606,Africa,2017
145,Uganda,3.739,0.34719,0.90981,0.19625,0.43653,0.06442,0.27102,Africa,2016
141,Uganda,3.931,0.21102,1.13299,0.33861,0.45727,0.07267,0.29066,Africa,2015
133,Ukraine,4.332,0.82,1.39,0.739,0.178,0.01,0.187,Europe,2019
138,Ukraine,4.103,0.793,1.413,0.609,0.163,0.011,0.187,Europe,2018
132,Ukraine,4.09600019,0.89465195,1.39453757,0.57590395,0.12297478,0.02302947,0.27006146,Europe,2017
123,Ukraine,4.324,0.87287,1.01413,0.58628,0.12859,0.01829,0.20363,Europe,2016
111,Ukraine,4.681,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,Europe,2015
21,United Arab Emirates,6.825,1.503,1.31,0.825,0.598,0.182,0.262,Asia,2019
20,United Arab Emirates,6.774,2.096,0.776,0.67,0.284,N/A,0.186,Asia,2018
21,United Arab Emirates,6.64799976,1.62634337,1.26641023,0.72679824,0.60834527,0.32448956,0.36094195,Asia,2017
28,United Arab Emirates,6.573,1.57352,0.87114,0.72993,0.56215,0.35561,0.26591,Asia,2016
20,United Arab Emirates,6.901,1.42727,1.12575,0.80925,0.64157,0.38583,0.26428,Asia,2015
15,United Kingdom,7.054,1.333,1.538,0.996,0.45,0.278,0.348,Europe,2019
11,United Kingdom,7.19,1.244,1.433,0.888,0.464,0.082,0.262,Europe,2018
19,United Kingdom,6.71400023,1.44163394,1.49646008,0.80533594,0.50819004,0.26542807,0.49277416,Europe,2017
23,United Kingdom,6.725,1.40283,1.08672,0.80991,0.50036,0.27399,0.50156,Europe,2016
21,United Kingdom,6.867,1.26637,1.28548,0.90943,0.59625,0.32067,0.51912,Europe,2015
19,United States,6.892,1.433,1.457,0.874,0.454,0.128,0.28,North America,2019
18,United States,6.886,1.398,1.471,0.819,0.547,0.133,0.291,North America,2018
14,United States,6.99300003,1.54625928,1.41992056,0.77428663,0.50574052,0.13563879,0.39257878,North America,2017
13,United States,7.104,1.50796,1.04782,0.779,0.48163,0.14868,0.41077,North America,2016
15,United States,7.119,1.39451,1.24711,0.86179,0.54604,0.1589,0.40105,North America,2015
33,Uruguay,6.293,1.124,1.465,0.891,0.523,0.15,0.127,South America,2019
31,Uruguay,6.379,1.093,1.459,0.771,0.625,0.155,0.13,South America,2018
28,Uruguay,6.454,1.2175597,1.41222787,0.71921682,0.57939225,0.17806187,0.17509693,South America,2017
29,Uruguay,6.545,1.18157,1.03143,0.72183,0.54388,0.21394,0.18056,South America,2016
32,Uruguay,6.485,1.06166,1.2089,0.8116,0.60362,0.24558,0.2324,South America,2015
41,Uzbekistan,6.174,0.745,1.529,0.756,0.631,0.24,0.322,Asia,2019
44,Uzbekistan,6.096,0.719,1.584,0.605,0.724,0.259,0.328,Asia,2018
47,Uzbekistan,5.97100019,0.78644109,1.54896915,0.49827263,0.65824866,0.24652822,0.41598365,Asia,2017
49,Uzbekistan,5.987,0.73591,1.1681,0.50163,0.60848,0.28333,0.34326,Asia,2016
44,Uzbekistan,6.003,0.63244,1.34043,0.59772,0.65821,0.30826,0.22837,Asia,2015
108,Venezuela,4.707,0.96,1.427,0.805,0.154,0.047,0.064,South America,2019
102,Venezuela,4.806,0.996,1.469,0.657,0.133,0.052,0.056,South America,2018
82,Venezuela,5.25,1.1284312,1.43133759,0.61714423,0.15399712,0.06449112,0.06501963,South America,2017
44,Venezuela,6.084,1.13367,1.03302,0.61904,0.19847,0.08304,0.0425,South America,2016
23,Venezuela,6.81,1.04424,1.25596,0.72052,0.42908,0.11069,0.05841,South America,2015
94,Vietnam,5.175,0.741,1.346,0.851,0.543,0.073,0.147,Asia,2019
95,Vietnam,5.103,0.715,1.365,0.702,0.618,0.079,0.177,Asia,2018
94,Vietnam,5.07399988,0.78854758,1.27749133,0.65216899,0.57105559,0.08763324,0.23496805,Asia,2017
96,Vietnam,5.061,0.74037,0.79117,0.66157,0.55954,0.11556,0.25075,Asia,2016
75,Vietnam,5.36,0.63216,0.91226,0.74676,0.59444,0.10441,0.1686,Asia,2015
151,Yemen,3.38,0.287,1.163,0.463,0.143,0.077,0.108,Asia,2019
152,Yemen,3.355,0.442,1.073,0.343,0.244,0.064,0.083,Asia,2018
146,Yemen,3.59299994,0.59168345,0.93538225,0.31008092,0.24946372,0.05676742,0.10412521,Asia,2017
147,Yemen,3.724,0.57939,0.47493,0.31048,0.2287,0.05892,0.09821,Asia,2016
136,Yemen,4.077,0.54649,0.68093,0.40064,0.35571,0.07854,0.09131,Asia,2015
138,Zambia,4.107,0.578,1.058,0.426,0.431,0.087,0.247,Africa,2019
125,Zambia,4.377,0.562,1.047,0.295,0.503,0.082,0.221,Africa,2018
116,Zambia,4.51399994,0.63640678,1.0031873,0.25783589,0.46160349,0.07821355,0.24958014,Africa,2017
106,Zambia,4.795,0.61202,0.6376,0.23573,0.42662,0.11479,0.17866,Africa,2016
85,Zambia,5.129,0.47038,0.91612,0.29924,0.48827,0.12468,0.19591,Africa,2015
146,Zimbabwe,3.663,0.366,1.114,0.433,0.361,0.089,0.151,Africa,2019
144,Zimbabwe,3.692,0.357,1.094,0.248,0.406,0.099,0.132,Africa,2018
138,Zimbabwe,3.875,0.37584653,1.08309591,0.19676375,0.33638421,0.09537538,0.18914349,Africa,2017
131,Zimbabwe,4.193,0.35041,0.71478,0.1595,0.25429,0.08582,0.18503,Africa,2016
115,Zimbabwe,4.61,0.271,1.03276,0.33475,0.25861,0.08079,0.18987,Africa,2015
